sentence_id,sqs,per:title,per:founded_org,per:place_of_birth,per:children,per:cause_of_death,per:top_member_employee_of_org,per:employee_or_member_of,per:spouse,org:alternate_names,per:age,org:subsidiaries,per:place_of_death,per:schools_attended,org:place_of_headquarters,per:charges,per:places_of_residence,none,term1,b1,e1,term2,b2,e2,sentence
UAD-A-1813,0.8116326184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0971961095,0.9028038905,Jim,26,27,New York City,10,13,"She sets up an appointment to meet with bankers in New York City , but then breaks down when she realizes that she cannot live without Jim ."
UAD-A-1814,0.7493349511,0,0,0,0,0,0.8324270236,0.9047051993,0,0,0,0,0,0,0.0760442519,0,0.3034279608,0,Nelson Rockefeller,8,10,New York,6,8,"She was appointed by then-Governor of New York Nelson Rockefeller in August 1970 to serve as the first chairman and executive director of the New York State Consumer Protection Board , and served in the position until July 1971 before returning to television ."
UAD-A-1815,0.5457708261,0,0,0.0537639137,0,0,0,0,0,0,0,0,0,0,0,0,0.2217139624,0.7245221239,Murphy,15,16,New York,6,8,She was freed and living in New York when Faheem died after being injured by Murphy 's teenage son .
UAD-A-1816,0.3710460034,0,0,0.0719361087,0,0,0,0,0,0,0,0,0,0,0,0.0423683219,0.3504518953,0.5352436742,Dante Gabriel Rossetti,14,17,"London , England",3,6,"She went to London , England , and was wooed by Charles Reade , Dante Gabriel Rossetti and Tom Hood and became a friend to Charles Dickens ."
UAD-A-1817,0.3370742996,0,0,0.0617985006,0,0,0,0.0641394966,0.0641394966,0,0,0,0,0,0.0785515397,0,0.2361429131,0.5593675499,Jackie Chan,16,18,Hong Kong,12,14,Shinjuku Incident ( traditional Chinese : 新宿事件 ) is an upcoming 2009 Hong Kong film starring Jackie Chan and directed by Derek Yee .
UAD-A-1818,0.9074904581,0,0.0044428692,0,0.0044428692,0,0,0.0044428692,0.0044428692,0.9553223044,0,0.0402348264,0.0044428692,0,0,0.0044428692,0,0,East Japan Railway,9,12,JR East,14,16,"Shin-Matsudo Station ( 新松戸駅 , Shinmatsudo-eki ) is a East Japan Railway Company ( JR East ) railway station located in Matsudo , Chiba , Japan ."
UAD-A-1819,0.8740796158,0,0.0001059253,0.9378532785,0,0,0,0,0,0,0,0,0,0,0,0,0.0621467215,0,Paula Radcliffe,20,22,Davenham,25,26,"Shirley Strong , 100m silver medallist in the 1984 Summer Olympics , was born in Cuddington in 1958 ; and Paula Radcliffe was born in Davenham , just to the south of Northwich in 1973 ."
UAD-A-1820,0.555719881,0,0,0.0779607101,0,0,0.7617374744,0.7617374744,0,0,0,0,0,0,0.0398905089,0,0.115031341,0.1484568263,Rafael Correa,8,10,Ecuador,15,16,"Shortly after the March 1 raid , President Rafael Correa accused the CIA of infiltrating Ecuador 's security forces and appointed the commission to investigate ."
UAD-A-1822,0.4138445006,0,0,0,0,0,0.0495116113,0.0495116113,0,0,0,0,0,0,0.4942601438,0,0,0.4562282449,DeWitt Clinton High School,15,19,New York,21,23,Sidat-Singh showed an inherent talent for basketball and became a local legend as he led DeWitt Clinton High School to the New York Public High School championship in 1934 .
UAD-A-1823,0.4841074963,0,0,0.0601474464,0,0,0,0,0,0,0,0,0,0,0.091991392,0,0.1958591054,0.6897835265,Charlie,6,7,New York City,16,19,"Significantly , the MTA allowed director Charlie Ahearn to film in the actual train yards in New York City ."
UAD-A-1824,0.6069656782,0,0.8225024276,0,0,0,0.4166095139,0.4166095139,0,0,0,0.0395275965,0,0,0.0395275965,0,0,0,Vinod Khosla,3,5,Sun,7,8,"Silicon Valley billionaire Vinod Khosla , the Sun Microsystems Inc. co-founder , is among the venture capitalists gambling on cellulosic ethanol ."
UAD-A-1825,0.3916650213,0,0,0.2644926726,0,0,0,0,0,0,0,0,0,0,0,0,0.612770376,0.2675397771,Bob,25,26,New York City,8,11,"Silver Jews are an indie rock group from New York City , formed in 1989 by David Berman along with Pavement 's Stephen Malkmus and Bob Nastanovich ."
UAD-A-1826,0.9438252251,0.0040327674,0,1,0,0,0.0040327674,0.0040327674,0.0040327674,0.0040327674,0,0,0,0,0,0,0.1547452358,0,Simone Fautario,0,2,Milan,9,10,"Simone Fautario ( born 12 February , 1987 in Milan ) is an Italian football ( soccer ) left-back ."
UAD-A-1827,0.953810474,0,0.0046703696,0.992794107,0,0.007205893,0.0025355233,0.007205893,0,0.0025355233,0,0,0.0046703696,0.0046703696,0,0.0046703696,0.0829942874,0,Simonetta Stefanelli,0,2,"Rome , Italy",15,18,"Simonetta Stefanelli ( November 30 , 1954 ) is an Italian actress , born in Rome , Italy ."
UAD-A-1828,0.2105830799,0,0.0678231717,0,0,0,0.0694785211,0.0694785211,0,0.1590178809,0,0.1168244058,0,0,0.0816371539,0.0464613512,0,0.4587575155,Orange,40,41,France Telecom,36,38,"Since Reding set out her plans for a price cap -- saying operators had failed to heed earlier warnings to cut costs -- companies such as Vodafone Group PLC , Deutsche Telekom AG 's T-Mobile and France Telecom SA 's Orange have announced lower fees ."
UAD-A-1829,0.3657160855,0,0,0.0460280629,0,0,0.5368106438,0.5781379977,0,0,0,0,0,0,0.1600484548,0,0.3690707362,0.1301052759,Kim Jong Il,19,22,North Korea,23,25,"Since then , amid reports that began to surface in August about the failing health of North Korean leader Kim Jong Il , North Korea has essentially halted cooperation and refused to accept a U.S.-proposed scheme to verify its declaration ."
UAD-A-1830,0.4184554504,0,0,0,0,0,0,0,0,0,0,0.0768691274,0,0,0.3428782346,0,0,0.580252638,Temasek Holdings,6,8,Singapore Airlines,0,2,Singapore Airlines and the city-state 's Temasek Holdings said earlier this month that they planned to buy a combined 24 percent stake in struggling China Eastern for 923 million US dollars .
UAD-A-1832,0.9692375516,0,0,0,0,0,0.9460621261,1,0,0,0,0,0,0,0,0,0,0,Margaret Chan,7,9,World Health Organization,13,16,"SINGAPORE , April 3 ( Xinhua ) Margaret Chan , Director-General of the World Health Organization ( WHO ) , outlined her six-item agenda to address public health challenges , as she delivered a lecture here Tuesday ."
UAD-A-1833,0.3544279818,0,0,0.1847627263,0,0,0.3917254085,0.632472422,0,0,0,0,0,0,0.1119315572,0,0.3296913007,0.0766270461,Kai Ho,1,3,Hong Kong,13,15,Sir Kai Ho was also a member of the Chinese elite in Colonial Hong Kong .
UAD-A-1834,0.3296957183,0,0,0.3542264965,0,0,0,0,0,0,0,0,0,0,0,0,0.4760328633,0.297802273,Anita Mui,15,17,Hong Kong,29,31,"Sit recorded many albums in her teens , and later served as a mentor to Anita Mui , who went on to become one of the biggest superstars in Hong Kong history ."
UAD-A-1835,0.3735884761,0,0,0,0,0,0,0,0,0,0,0,0,0.0502326448,0.394351138,0,0.0484638867,0.5069523304,Hollywood High School,15,18,Los Angeles,4,6,"Skye was raised in Los Angeles , San Francisco and Connecticut , and briefly attended Hollywood High School for the Performing Arts in 1987 ."
UAD-A-1836,0.9436066188,0,0,0.9888457423,0.0044705124,0,0.0044705124,0.0044705124,0,0,0,0.0044705124,0.0044705124,0.0044705124,0,0.0044705124,0.0889987885,0.0066837454,Robert Fagles,32,34,Philadelphia,37,38,"Smooth running rollers we wheel beneath its hoofs , and heavy hempen ropes we bind around its neck , and teeming with men-at-arms the huge deadly engine climbs our city walls. '' Robert Fagles was born in Philadelphia on Sept. 11 , 1933 ."
UAD-A-1840,0.4990699049,0,0,0,0,0,0,0,0,0,0,0,0.0659093655,0,0.0604485881,0,0.250951086,0.6886003258,Mozart,13,14,Vienna,7,8,"Some 1.2 million visitors attended festivities in Vienna alone , the capital 's Mozart Year director Peter Marboe said ."
UAD-A-1841,0.6876591453,0,0,0.0336125121,0,0,0.7875404373,0.8681737554,0,0,0,0,0,0,0.0684276981,0,0.0336125121,0.1318262446,Ronald Reagan,22,24,U.S.,19,20,"Some 20 , 000 police and heavily armed troops provided security for Bogota 's first visit from a sitting U.S. president since Ronald Reagan in 1982 -- and a decoy 12-vehicle motorcade was even sent out ahead of Bush 's 55-vehicle convoy as a precaution ."
UAD-A-1844,0.8604044882,0,0,0.9578580049,0,0,0,0,0,0,0,0,0,0,0,0,0.2581018383,0,Sonia Sotomayor,0,2,The Bronx,9,11,"Sonia Sotomayor ( born June 25 , 1954 in The Bronx , New York ) is a judge on the U. S. Court of Appeals for the Second Circuit ."
UAD-A-1845,0.9794427058,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0543801876,0,Sylvain White,13,15,France,18,19,"Son of an American professional basketball player and a French flight attendant , Sylvain White was born in France and grew up mostly in Paris ."
UAD-A-1846,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Charlie,3,4,England,6,7,"Soon after , Charlie moved to England with his fiancée , and his adoptive mother died ."
UAD-A-1847,0.8115295598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.097274147,0.902725853,Charlie,3,4,New York City,12,15,"Soon afterward , Charlie Brown boards the bus for the trip to New York City ."
UAD-A-1849,0.300298255,0,0,0.1896161457,0,0,0.2688265718,0.2688265718,0,0,0,0,0,0,0,0,0.1972581031,0.4866281276,Jacob Zuma,18,20,South Africa,0,2,South Africa 's supreme court paved the way on Thursday for fresh corruption charges against ANC leadership hopeful Jacob Zuma by upholding the legality of a series of search warrants .
UAD-A-1851,0.2392491376,0,0.0672356687,0.0837720223,0,0,0,0.063622316,0,0,0,0,0,0,0.129195958,0,0.4607735065,0.2593710362,Bob,10,11,New York,22,24,"So we can disagree with some of his ideas. '' Bob Thurman , founder and director of Tibet House , a star-studded New York foundation , which focuses on Tibetan culture and heritage , said that the Dalai Lama 's position is far more moderate than activist groups elsewhere ."
UAD-A-1852,0.1707450127,0,0.0042216421,0.1450281851,0,0,0.041056135,0.2001997856,0,0,0,0,0,0.0042216421,0.074742564,0.0042216421,0.2824339664,0.2975954989,Ian McNabb,15,17,Liverpool,25,26,"Space Flower was produced by Ian Broudie and both Chris Sharrock ( drums ) and Ian McNabb ( additional guitars , vocals ) of the Liverpool three piece , the Icicle Works appeared as guest musicians ."
UAD-A-1853,0.7943178102,0,0,0,0,0,0.7871251877,0.9428809062,0,0,0,0,0,0,0,0,0.1406303269,0.0084202666,Jose Luis Rodriguez Zapatero,4,8,Spain,0,1,"Spain 's Prime Minister Jose Luis Rodriguez Zapatero and opposition leader Mariano Rajoy clashed in a tense election debate Monday , with opinion polls indicating the Socialist incumbent bested his rival by a large margin ."
UAD-A-1854,0.9444529235,0,0,0,0,0,0.9815599405,0.9815599405,0,0,0,0,0,0,0,0,0.0739670303,0.0184400595,Jose Luis Rodriguez Zapatero,4,8,Spain,0,1,Spain 's Prime Minister Jose Luis Rodriguez Zapatero on Tuesday unveils his goals for his second term in a speech to parliament set to focus on moves to fight terrorism and boost the flagging economy .
UAD-A-1855,0.7413480224,0.0598704975,0,0.1334182703,0,0,0.8041127626,0.9401295025,0,0,0,0,0.0578736127,0.0578736127,0.0578736127,0,0.0755446576,0,Jose Luis Rodriguez Zapatero,4,8,Spain,0,1,Spain 's Prime Minister Jose Luis Rodriguez Zapatero was due on Thursday to outline a stimulus package by his government to support the Spanish construction and automotive industries .
UAD-A-1856,0.8843464054,0,0,0,0,0,0.949185175,0.949185175,0,0,0,0,0,0,0,0,0.1242815751,0,Jose Luis Rodriguez Zapatero,5,9,Spain,0,1,Spain 's re-elected Prime Minister Jose Luis Rodriguez Zapatero said Tuesday he wants a `` new chapter '' in relations with Washington after four years of frostiness over his government 's withdrawal of troops from Iraq .
UAD-A-1858,0.6976509354,0,0,0.0638433829,0,0,0.0550398601,0.0550398601,0,0,0,0,0,0,0,0,0.0387237963,0.8423929607,Bob,19,20,New York,5,7,"Speaking at separate events in New York on Wednesday , Ford CEO Alan Mulally , Chrysler Chairman and CEO Bob Nardelli said their restructuring plans have cut factory capacity and other costs so they can make it through a deeper slowdown ."
UAD-A-1859,0.4935893757,0.0740286174,0.0814262266,0,0,0,0.7172672834,0.7172672834,0,0,0,0.0814262266,0,0,0,0,0.1592260287,0.0447602302,Donald Tsang,8,10,Hong Kong,5,7,"Speaking at the summit , Hong Kong leader Donald Tsang vowed to consider the council 's findings when formulating a long-term plan for cleaning up the air ."
UAD-A-1861,0.7762649212,0,0,0.8989351368,0,0,0.0409732471,0.0409732471,0,0,0.0409732471,0,0,0.0409732471,0.0409732471,0,0.2133475127,0,Jackie Bray,4,6,Oswaldtwistle,9,10,"Sport England international footballer Jackie Bray was born in Oswaldtwistle , as was current Northwich Victoria striker Joel Byrom ."
UAD-A-1863,0.3548788182,0,0,0.0441628053,0,0,0.5716727706,0.5716727706,0,0,0,0,0,0,0.0441628053,0.151334931,0.1743664985,0.2769922984,Stalin,0,1,Soviet Union,11,13,"Stalin 's rule From its beginning years , government in the Soviet Union was based on the one- party rule of the Communist Party ( Bolsheviks ) ."
UAD-A-1864,0.3269143137,0,0.0031142943,0.0564510675,0.0590645192,0,0,0,0,0.0031142943,0,0.0031142943,0,0,0.0606805262,0,0.277064463,0.5436251297,Paul Dukas,25,27,Paris,8,9,"Starting Saturday , nearly one fifth of the Paris company will give nine performances -- featuring works by early 20th century composers Bela Bartok , Paul Dukas and Leos Janacek , as well as 19th century operatic giant Richard Wagner -- through to July 31 ."
UAD-A-1866,0.7458611867,0,0,0,0,0,0.3135973485,0.9328255487,0,0,0,0,0,0,0.023106472,0,0,0.0440679792,Stein Tønnesson,0,2,University of Oslo,23,26,"Stein Tønnesson has worked as Professor of Human Development Studies at the Centre for Development and the Environment ( SUM ) at the University of Oslo , and has also been a senior research fellow at the Nordic Institute for Asia Studies ( NIAS ) in Copenhagen ."
UAD-A-1867,0.6342065132,0,0.0435204949,0.0954013643,0,0.0045863882,0.7552207086,0.8770563806,0,0.0045863882,0.0472944812,0.0481068831,0,0.0518808694,0.0954013643,0,0.2137031633,0.0816702524,Stephanie Rawlings Blake,0,3,Baltimore City,12,14,Stephanie Rawlings Blake is an American politician and the President of the Baltimore City Council .
UAD-A-1869,0.9715438341,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0770535694,0,Stephanie Tubbs,0,2,Cleveland,5,6,"Stephanie Tubbs was born in Cleveland on Sept. 10 , 1949 ."
UAD-A-1870,0.4760898861,0,0.5773385084,0,0,0,0.4226614916,0.4226614916,0,0,0,0,0,0,0,0,0,0,Stephen A. Schwarzman,0,3,Blackstone Group,8,10,"Stephen A. Schwarzman , the co-founder of the Blackstone Group , which is in the process of going public , made $ 400 million last year ."
UAD-A-1871,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Steve Eminger,0,2,"Woodbridge , Ontario",9,12,"Steve Eminger ( born October 31 , 1983 in Woodbridge , Ontario ) is a Canadian professional ice hockey player ."
UAD-A-1872,0.8454340151,0,0.0593865177,0,0,0,0.9024250914,0.9406134823,0,0,0,0.0645878215,0,0,0,0,0,0,Steve Jobs,0,2,Apple,3,4,"Steve Jobs , Apple 's chief executive , had unveiled the firm 's new all-in-one cellphone , digital music player and camera on Tuesday ."
UAD-A-1873,0.8082499772,0,0.1810752805,0,0,0,0.9309823046,0.9309823046,0,0,0,0.1036285335,0,0,0,0.0647943962,0,0,Steve Jobs,1,3,Apple,21,22,"`` Steve Jobs knows what people want , `` Web developer Lucinda McCullough told the Christchurch Press newspaper , referring to Apple 's chief executive ."
UAD-A-1875,0.8496286081,0,0.0303932823,0.0650769645,0,0,0.9475897469,0.9475897469,0,0.0430599937,0,0,0,0.052901127,0,0,0,0,Steven Chu,0,2,Lawrence Berkeley National Laboratory,11,15,"Steven Chu , a Nobel Laureate in physics who heads the Lawrence Berkeley National Laboratory , and Dan Reicher , a former assistant energy secretary in the Clinton administration who now directs the Google.org foundation 's energy and climate change initiatives ."
UAD-A-1876,0.4508583543,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0705469781,0,0.304820585,0.6246324369,Bob,35,36,New York City,30,33,"Stores spot , Campbell's , The New York Post , Papa Gino's , host of the 2004 Nomar Garciaparra `` Nomar Bowl '' and a PSA for Project Liberty in New York City directed by Bob Balaban ."
UAD-A-1878,0.5029893399,0,0,0,0,0,0,0,0,0,0,0,0,0.6355869909,0,0,0.4198596449,0.0184133809,Bea Arthur,34,36,New York City,14,17,Stritch trained at the Dramatic Workshop of the New School for Social Research in New York City under Erwin Piscator ; other students at the Dramatic Workshop at this time included Marlon Brando and Bea Arthur .
UAD-A-1879,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Stuart Townsend,0,2,Howth,14,15,"Stuart Townsend ( age 35 ) was born on December 15 , 1972 in Howth , County Dublin , Ireland ."
UAD-A-1880,0.9269202488,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.2399288616,0,G.V. Loganathan Loganathan,12,15,southern Indian,19,21,`` Students started opening windows and jumping out. '' -- -- -- G.V. Loganathan Loganathan was born in the southern Indian city of Chennai and had been a civil and environmental engineering professor at Virginia Tech since 1982 .
UAD-A-1881,0.5280475567,0,0.0024366359,0.7332497069,0,0,0.1362851251,0.1362851251,0,0.0024366359,0,0.0024366359,0,0,0,0,0.2583458202,0,Sultan Salahuddin Owaisi,0,3,Hyderabad,22,23,"Sultan Salahuddin Owaisi ( February 14 , 1936 - September 29 , 2008 ) was an Indian politician from the city of Hyderabad ."
UAD-A-1883,0.6529339432,0,0,0.0447219582,0,0,0,0,0,0,0,0.069861709,0,0,0,0,0.0700033174,0.8154130153,Andy Kaufman,32,34,New York,2,4,"Synecdoche , New York It 's not the most clean and well-executed poster on the list , but I love the idea and the almost home-made look of this Asian poster for Andy Kaufman 's workout for the mind ."
UAD-A-1884,0.7177231869,0,0,0,0,0,0.0402608169,0.0402608169,0,0,0,0,0,0,0.0402608169,0,0.1088221461,0.850917037,Charlie,15,16,New York,3,5,"`` Synecdoche , New York `` Nobody knows how to pronounce the title , but Charlie Kaufman 's directorial debut is sure to be a festival standout ."
UAD-A-1885,0.5059173457,0,0,0.5172787474,0,0,0,0,0,0,0,0,0,0,0,0.0459600317,0.6394373423,0,Charlie,1,2,New York City,10,13,Synopsis Charlie Roberts is a militant African American attorney from New York City falsely accused of murder in rural Texas .
UAD-A-1886,0.3147774188,0,0,0.0754330992,0,0,0.154394177,0.154394177,0,0,0,0,0,0,0,0.0442273842,0.5457722463,0.1801730933,Susú Pecoraro,8,10,Buenos Aires,15,17,"Synopsis It is 1847 and Camila O'Gorman ( Susú Pecoraro ) , a pillar of Buenos Aires society , belongs to a family which enthusiastically supports Argentine dictator Juan Manuel de Rosas ."
UAD-A-1887,0.880682786,0,0,0.9580704285,0,0,0,0,0,0,0,0,0,0,0,0,0.15798176,0,Sy Richardson,0,2,Cincinnati,5,6,"Sy Richardson was born in Cincinnati , Ohio and raised in Chicago , Illinois ."
UAD-A-1888,0.8515486523,0,0,0.941887237,0,0,0,0,0,0,0,0,0,0,0,0,0.1768486615,0,Tahmoh Penikett,0,2,"Whitehorse , Yukon",9,12,"Tahmoh Penikett ( born May 20 , 1975 in Whitehorse , Yukon , Canada ) is a Canadian actor ."
UAD-A-1890,0.6015792175,0,0,0.1127058601,0,0,0.8230713035,0.8230713035,0,0,0,0,0.245478355,0,0.1127058601,0.0648531179,0.2416415243,0,Chiang Kai-shek,19,21,Taiwan,15,16,"TAIPEI , Taiwan 2007-12-24 08 : 34 : 15 UTC Authorities closed the mausoleum of Taiwan 's late leader Chiang Kai-shek on Monday as part of the ruling party 's vigorous campaign to diminish the legacy of the late leader ."
UAD-A-1891,0.4629637758,0,0,0.0641406825,0,0,0.1974668232,0.1974668232,0,0,0,0,0,0,0,0.0657934203,0,0.672599074,Chiang Kai-shek,9,11,Taiwan,0,1,Taiwan 's president called Monday for Chinese nationalist leader Chiang Kai-shek to stand trial posthumously for his alleged role in the 1947 killings of thousands of islanders .
UAD-A-1892,0.3268580188,0.0550590507,0.5825930119,0.0512181101,0,0,0.0760267497,0.0760267497,0,0,0,0,0,0,0,0.1034036964,0,0.1316993812,George Soros,16,18,Open Society Institute,10,13,"Tajbakhsh is an urban planning expert had ties with the Open Society Institute of US billionaire George Soros , accused by Iran of seeking a `` Velvet Revolution '' similar to the toppling of communism in Eastern Europe ."
UAD-A-1893,0.4695297589,0,0,0,0,0,0.5283732198,0.7132819672,0,0,0,0.0649488313,0,0,0,0,0,0.2217692015,Arlen Specter,24,26,Senate Judiciary Committee,14,17,"Taking the lead is Democratic Senator Patrick Leahy of Vermont , chairman of the Senate Judiciary Committee , who has joined with former chairman Arlen Specter , a Republican from Pennsylvania , on legislation to restore habeas rights ."
UAD-A-1894,0.4111919451,0,0,0,0,0,0.0299197476,0.168574989,0,0,0,0,0,0.6160309106,0,0,0,0.2153941004,Tarique Ghaffur,0,2,Manchester Metropolitan University,12,15,Tarique Ghaffur was awarded an Honorary Degree of Doctor of Laws from Manchester Metropolitan University on 16 July 2007 .
UAD-A-1895,0.7696594723,0,0,0,0,0,0.8306028218,0.9047492506,0,0,0,0,0,0,0,0,0.1734162346,0,Walter Veltroni,17,19,Rome,6,7,"Taxis had been virtually unavailable in Rome on Wednesday and Thursday , with drivers objecting to Mayor Walter Veltroni 's decision to increase the number of taxi licences ."
UAD-A-1896,0.5401531899,0,0,0,0,0,0.6249743795,0.765087938,0,0.002393634,0,0,0,0,0,0.0444376096,0,0.1904744524,Condoleezza Rice,14,16,United States,22,24,"TBILISI , Georgia 2008-07-10 14 : 16 : 48 UTC U.S. Secretary of State Condoleezza Rice warned Iran on Thursday that the United States will not back down in the face of Iranian threats against Israel ."
UAD-A-1897,0.4071741435,0,0.174469369,0,0,0.0045259324,0.2124561482,0.2124561482,0,0,0,0.0045259324,0,0,0,0.0045259324,0,0.6130744827,Bill Gates,9,11,Microsoft,5,6,"Teaser spots that preceded the Microsoft counterattack , featuring Bill Gates and Jerry Seinfeld as a talkative odd couple , were less successful ."
UAD-A-1898,0.9750624622,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0668951353,0,Ted Lewin,0,2,Buffalo,9,10,"Ted Lewin ( born May 6 , 1935 in Buffalo , New York ) is an author/illustrator of children 's books ."
UAD-A-1899,0.2326009464,0,0.5014622865,0.0688313005,0,0,0.2193656656,0.269579643,0,0,0,0,0,0,0.0649384204,0,0.285377167,0.183027853,Mustafa Kemal,15,17,Turkey,11,12,Television pictures showed protestors brandishing Turkish flags and portraits of modern Turkey 's secularist founder Mustafa Kemal Ataturk .
UAD-A-1902,0.6676917567,0,0,0.0711569025,0,0,0,0.0637394896,0,0,0,0,0,0,0,0,0.0400378034,0.8250658044,Than Shwe,0,2,Myanmar,16,17,"Than Shwe arrived at Yangon 's international airport in mid-afternoon on a specially chartered flight of Myanmar Airways International , said the witnesses , who insisted on anonymity for fear of disclosing official information without authorization ."
UAD-A-1903,0.8435264667,0,0,0.0043150068,0,0,0.0497805857,0.0778925064,0,0.0043150068,0,0,0.0043150068,0.0043150068,0,0.0043150068,0,0.9221074936,Than Shwe,1,3,Myanmar,33,34,"`` Than Shwe does not ... want to have dialogue with Aung San Suu Kyi , but current international pressure and sanctions may force him to have talks , `` said Thai- based Myanmar analyst Aung Naing Oo ."
UAD-A-1904,0.6980262913,0,0,0.0836773819,0,0,0,0,0,0,0,0.000105189,0,0,0,0.0748478602,0.8413695689,0,Aung San Suu Kyi,4,8,Yangon,12,13,Than Shwe has kept Aung San Suu Kyi under house arrest in Yangon for most of the past 18 years .
UAD-A-1905,0.5657681861,0,0.0023936241,0,0,0,0,0,0,0.0023936241,0,0.0023936241,0,0,0.066907426,0,0.1825406219,0.748158328,Than Shwe,0,2,Myanmar,23,24,"Than Shwe would meet with Ban on Friday at Naypyitaw , the capital built by the military in a remote area of central Myanmar ."
UAD-A-1906,0.9100229411,0,0,0,0,0,0.9144191367,0.9725814014,0,0,0,0,0,0,0,0,0,0.0274185986,Jeff Zucker,38,40,NBC Universal,35,37,"That comment countered what had become rampant speculation that NBC might reconsider at the last minute and ask Leno to stay on at `` Tonight. '' But NBC executives , including the chief executive of NBC Universal , Jeff Zucker , have reaffirmed their commitment to O'Brien ."
UAD-A-1907,0.7838379076,0,0.2485490463,0,0,0,0.8170701379,0.9328266925,0,0,0,0,0,0,0,0,0,0,Steve Jobs,25,27,Apple,28,29,"That makes Yang Huiyan , who studied in the United States and owns 60 percent of Country Garden , richer even than George Soros , Steve Jobs of Apple and Rupert Murdoch ."
UAD-A-1908,0.7540311962,0.065649966,0.0047789631,0.0047789631,0.0047789631,0,0.816950423,0.9317555558,0,0.0025944783,0,0.0025944783,0,0,0,0,0.3163135715,0,Bill Clinton,19,21,Arkansas,16,17,That push benefited another young presidential aspirant making a run at the White House : an Arkansas governor named Bill Clinton .
UAD-A-1910,0.2732198365,0,0,0.0182018468,0,0,0.1863800013,0.4892567169,0,0,0,0,0,0,0.0695952859,0,0.3498233281,0.1461472139,Herbert H. Lehman,19,22,New York,23,25,"That was two days longer than he actually served as governor in December 1942 , after the resignation of Herbert H. Lehman -- New York 's only Jewish governor before Eliot Spitzer ."
UAD-A-1912,0.4222491893,0,0.0001078839,0,0,0,0,0,0,0,0,0,0,0,0.434879793,0,0.0413092219,0.5237031013,Tony,2,3,New York City,13,16,"The 2008 Tony Awards ceremony was held at Radio City Music Hall in New York City on June 15 , 2008 , and broadcast on CBS television , with the nominations having been announced on May 13 ."
UAD-A-1916,0.6570415589,0,0.4168032663,0,0,0,0.8057591349,0.8057591349,0,0,0,0.0445493938,0,0,0.0708059867,0,0,0,Osama bin Laden,16,19,Al-Qaeda,20,21,The Abu Sayyaf is a small gang of Islamic militants who have once received funding from Osama bin Laden 's Al-Qaeda network .
UAD-A-1917,0.8533339633,0,0,0.1067474269,0,0,0.8971835767,0.9730317809,0,0,0,0,0,0,0,0,0.1880625198,0,Dick Cheney,10,12,U.S.,7,8,The action coincided with a visit by U.S. Vice President Dick Cheney and came after senior Bush administration officials said Pakistan was not doing enough to rein in militant activity in the tribal areas .
UAD-A-1918,0.335973274,0,0,0.1490774373,0,0,0.5360634489,0.5621268315,0,0,0,0,0,0,0,0,0.2369818658,0.1314262186,Viktor Yanukovych,37,39,Ukraine,25,26,"The agreement to hold the early vote Sept. 30 was seen as a compromise between President Viktor Yushchenko , the pro-Western leader whose supporters staged Ukraine 's 2004 Orange Revolution , and his nemesis , Prime Minister Viktor Yanukovych , after the president ordered the parliament dissolved in April ."
UAD-A-1920,0.5717700504,0,0.0427921717,0,0,0,0.656511945,0.7982676016,0,0.032695365,0,0,0,0,0,0,0,0.1262448617,Jonathan Schwartz,19,21,Sun,17,18,The alliance was announced at a joint news conference with Intel Chief Executive Officer Paul Otellini and Sun CEO Jonathan Schwartz .
UAD-A-1921,0.5967733563,0,0,0.5023839862,0,0,0,0,0,0,0,0,0,0,0,0,0.7757694163,0.0181558331,Mike Hercus,4,6,Australia,30,31,"The American fly-half , Mike Hercus ( `` the quarterback , if you will '' ) , the normal-size chap who throws and kicks and runs , grew up in Australia and played in Wales , but whatever ."
UAD-A-1922,0.6577870647,0,0,0,0,0,0,0,0,0,0,0.1272574151,0,0,0.058668398,0,0,0.8140741869,Macedonio Alcalá,2,4,Oaxaca,11,12,The Andador Macedonio Alcalá is a street in the center of Oaxaca City that was closed to vehicular traffic some years ago .
UAD-A-1923,0.2594183372,0,0,0.2165939472,0,0,0,0.0584643948,0,0,0,0,0,0,0.0330823296,0,0.2469067694,0.4449525591,Pierre Angénieux,13,15,France,9,10,The Angénieux retrofocus for still cameras was introduced in France in 1950 by Pierre Angénieux .
UAD-A-1925,0.6022623779,0,0.2465075838,0.0044427486,0,0,0.7927336732,0.7927336732,0.0044427486,0.0068546975,0,0.0024119489,0,0,0,0,0,0.1301603365,Rupert Murdoch,18,20,News Corp,37,39,"The announcement came after the family , the Bancrofts , said that it was willing to meet with Rupert Murdoch , just weeks after the family rejected an initial $ 5 billion takeover offer from Murdoch 's News Corp ."
