,pattern,seed_relation,object,sent_id,b1,e1,b2,e2,sentence,ground_truth,term1,term2
726,SF13_ENG_041,per:title,executive producer,CONTEXT_POS_727,8,10,13,15,"`` He was the consummate television newsman, '' Don Hewitt , the onetime executive producer of the CBS Evening News , told CNN .",correct,Don Hewitt,executive producer
727,SF13_ENG_041,per:title,producer,CONTEXT_POS_728,0,1,3,4,Hewitt was the producer when Cronkite anchored broadcast of the first landing on the moon in 1969 .,correct,Hewitt,producer
728,SF13_ENG_041,per:title,producer,CONTEXT_POS_729,0,1,3,4,Hewitt was the producer when Cronkite anchored the broadcast of the landing on the moon in 1969 .,correct,Hewitt,producer
729,SF13_ENG_041,per:title,producer,CONTEXT_POS_730,0,2,14,15,"Don Hewitt , a long-time CBS News staffer who for years was Cronkite 's producer , said that the late newsman set the `` gold standard '' for broadcast news .",correct,Don Hewitt,producer
730,SF13_ENG_041,per:title,producer,CONTEXT_POS_731,20,22,19,20,"Those behind the scenes took their final bows less noticeably : writer Larry Gelbart , `` 60 Minutes '' producer Don Hewitt , writer Dominick Dunne , columnist Robert Novak , writer Budd Schulberg , columnist Army Archerd .",correct,Don Hewitt,producer
731,SF13_ENG_042,per:age,62,CONTEXT_POS_732,0,2,3,4,"Dudu Topaz , 62 .",correct,Dudu Topaz,62
732,SF13_ENG_042,per:alternate_names,David Goldenberg,CONTEXT_POS_733,0,1,5,7,"Topaz , who was born David Goldenberg and studied acting in London , cultivated a man-of-the-people persona that gave him wide appeal , said Gadi Taub , a former TV host and cultural critic .",correct,Topaz,David Goldenberg
733,SF13_ENG_042,per:cause_of_death,hanging,CONTEXT_POS_734,2,4,22,23,"Israeli entertainer Dudu Topaz -- whose turbulent struggle to deal with his waning stardom enthralled the country -- died Thursday after apparently hanging himself in the shower of his jail cell , prison officials said .",correct,Dudu Topaz,hanging
734,SF13_ENG_042,per:cause_of_death,hanging,CONTEXT_POS_735,5,7,11,12,Officials say leading Israeli entertainer Dudu Topaz has died after apparently hanging himself in his jail cell .,correct,Dudu Topaz,hanging
735,SF13_ENG_042,per:cause_of_death,hanging,CONTEXT_POS_736,7,8,10,11,A statement from the prison services said Topaz was found hanging in the shower of his cell .,correct,Topaz,hanging
736,SF13_ENG_042,per:cause_of_death,hanging,CONTEXT_POS_737,7,8,11,12,A statement from the prison services said Topaz was found Thursday hanging in the shower of his cell .,correct,Topaz,hanging
737,SF13_ENG_042,per:charges,aggravated assault,CONTEXT_POS_738,0,2,14,16,"Dudu Topaz , 62 , was charged with conspiracy to commit a crime and aggravated assault for allegedly hiring thugs to beat up the chairman and deputy chairman of commercial Channel 2 , who had dumped his show several years ago .",correct,Dudu Topaz,aggravated assault
738,SF13_ENG_042,per:cities_of_residence,Tel Aviv,CONTEXT_POS_739,0,1,41,43,"Topaz is accused of hiring three former security guards involved in the beatings of Shira Margalit , a vice president at Israel 's Channel 2 TV ; Avi Nir , a Channel 2 director ; and talent agent Boaz Ben-Zion in Tel Aviv over the past seven months .",correct,Topaz,Tel Aviv
739,SF13_ENG_042,per:cities_of_residence,Tel Aviv,CONTEXT_POS_740,12,13,27,29,The mass-circulation Yediot Aharonot devoted its first 15 pages to articles about Topaz and photos of him in police custody after he was taken Sunday from his Tel Aviv home .,correct,Topaz,Tel Aviv
740,SF13_ENG_042,per:origin,Israeli,CONTEXT_POS_741,3,5,0,1,Israeli television star Dudu Topaz has been buried in a Tel Aviv funeral that drew hundreds of mourners a day after he apparently killed himself in his prison cell .,correct,Dudu Topaz,Israeli
741,SF13_ENG_042,per:origin,Israeli,CONTEXT_POS_742,6,8,3,4,Funeral held for Israeli TV star Dudu Topaz,correct,Dudu Topaz,Israeli
742,SF13_ENG_042,per:title,entertainer,CONTEXT_POS_743,2,4,1,2,Israeli entertainer Dudu Topaz found dead in jail,correct,Dudu Topaz,entertainer
743,SF13_ENG_042,per:title,entertainer,CONTEXT_POS_744,2,4,1,2,"Israeli entertainer Dudu Topaz -- whose turbulent struggle to deal with his waning stardom enthralled the country -- died Thursday after apparently hanging himself in the shower of his jail cell , prison officials said .",correct,Dudu Topaz,entertainer
744,SF13_ENG_042,per:title,entertainer,CONTEXT_POS_745,3,5,2,3,Top Israeli entertainer Dudu Topaz found dead,correct,Dudu Topaz,entertainer
745,SF13_ENG_042,per:title,entertainer,CONTEXT_POS_746,5,7,4,5,Officials say leading Israeli entertainer Dudu Topaz has died after apparently hanging himself in his jail cell .,correct,Dudu Topaz,entertainer
746,SF13_ENG_043,per:cause_of_death,heart attack,CONTEXT_POS_747,0,1,4,6,"Greenwich died of a heart attack at St. Luke 's Roosevelt Hospital , where she had been admitted a few days earlier for treatment of pneumonia , according to her niece , Jessica Weiner .",correct,Greenwich,heart attack
747,SF13_ENG_043,per:cause_of_death,heart attack,CONTEXT_POS_748,0,2,61,63,"Ellie Greenwich , one of the most prolific hitmakers of the 1960s who co-wrote such catchy and enduring pop hits as `` Be My Baby, '' `` Chapel of Love, '' `` Da Doo Ron Ron '' and `` Leader of the Pack, '' and who was credited with launching the career of singer Neil Diamond , died Wednesday of a heart attack at Roosevelt Hospital in New York , where she was being treated for pneumonia .",correct,Ellie Greenwich,heart attack
748,SF13_ENG_043,per:cause_of_death,heart attack,CONTEXT_POS_749,3,4,7,9,Jessica Weiner says Greenwich died of a heart attack at St. Luke 's Roosevelt Hospital in New York .,correct,Greenwich,heart attack
749,SF13_ENG_043,per:city_of_death,Manhattan,CONTEXT_POS_750,0,1,20,21,"Greenwich was among the songwriters , music publishers and producers working at the Brill Building , at 1619 Broadway in Manhattan , which ( along with 1650 Broadway , across the street ) became a center of pop music in the early 1960s .",correct,Greenwich,Manhattan
750,SF13_ENG_043,per:city_of_death,Manhattan,CONTEXT_POS_751,0,2,53,54,"Ellie Greenwich , a songwriter who collaborated with Phil Spector , Jeff Barry and others to create a greatest-hits list of 1960s teenage pop songs like `` Da Doo Ron Ron, '' `` Then He Kissed Me, '' `` Hanky Panky '' and `` Leader of the Pack, '' died on Wednesday in Manhattan .",correct,Ellie Greenwich,Manhattan
751,SF13_ENG_043,per:employee_or_member_of,Songwriters Hall of Fame,CONTEXT_POS_752,0,1,6,10,"Greenwich , a member of the Songwriters Hall of Fame , was considered one of pop 's most successful songwriters .",correct,Greenwich,Songwriters Hall of Fame
752,SF13_ENG_043,per:employee_or_member_of,Songwriters Hall of Fame,CONTEXT_POS_753,0,1,6,10,Greenwich was a member of the Songwriters Hall of Fame and was considered one of the industry 's most successful songwriters .,correct,Greenwich,Songwriters Hall of Fame
753,SF13_ENG_043,per:schools_attended,Hofstra,CONTEXT_POS_754,5,6,21,22,"As the story goes , Greenwich , who taught high school for less than a month after attending Queens College and Hofstra , made the rounds in the Brill Building , selling a few songs for $25 .",correct,Greenwich,Hofstra
754,SF13_ENG_043,per:schools_attended,Queens College,CONTEXT_POS_755,5,6,18,20,"As the story goes , Greenwich , who taught high school for less than a month after attending Queens College and Hofstra , made the rounds in the Brill Building , selling a few songs for $25 .",correct,Greenwich,Queens College
755,SF13_ENG_043,per:spouse,Jeff Barry,CONTEXT_POS_756,0,1,7,9,"Greenwich teamed up with another writer , Jeff Barry ; they married and lived in Lefrak City in Queens , composing one of their first songs as they rode the E train .",correct,Greenwich,Jeff Barry
756,SF13_ENG_043,per:spouse,Jeff Barry,CONTEXT_POS_757,6,7,3,5,"With her then-husband Jeff Barry , Greenwich teamed with producer Phil Spector and turned out one Top 40 hit after another .",correct,Greenwich,Jeff Barry
757,SF13_ENG_043,per:title,arranger,CONTEXT_POS_758,0,1,5,6,"Greenwich also worked as an arranger and producer , and she is generally given credit for discovering Neil Diamond , co-producing his early hits , including `` Cherry , Cherry '' and `` Kentucky Woman . ''",correct,Greenwich,arranger
758,SF13_ENG_043,per:title,arranger,CONTEXT_POS_759,0,1,5,6,"Greenwich also worked as an arranger , record producer and backup singer , including sessions with Dusty Springfield , Ella Fitzgerald , Bobby Darin and Frank Sinatra .",correct,Greenwich,arranger
759,SF13_ENG_043,per:title,performer,CONTEXT_POS_760,10,11,15,16,"While she garnered her greatest success as a songwriter , Greenwich started out as a performer .",correct,Greenwich,performer
760,SF13_ENG_043,per:title,producer,CONTEXT_POS_761,0,1,7,8,"Greenwich also worked as an arranger and producer , and she is generally given credit for discovering Neil Diamond , co-producing his early hits , including `` Cherry , Cherry '' and `` Kentucky Woman . ''",correct,Greenwich,producer
761,SF13_ENG_043,per:title,producer,CONTEXT_POS_762,13,14,22,23,"Perhaps their most famous song was `` Leader of the Pack, '' which Greenwich and Barry wrote with George Morton , a producer who was known as Shadow Morton .",correct,Greenwich,producer
762,SF13_ENG_043,per:title,record producer,CONTEXT_POS_763,0,1,7,9,"Greenwich also worked as an arranger , record producer and backup singer , including sessions with Dusty Springfield , Ella Fitzgerald , Bobby Darin and Frank Sinatra .",correct,Greenwich,record producer
763,SF13_ENG_043,per:title,singer,CONTEXT_POS_764,0,1,7,8,"Greenwich also worked as an arranger and singer , a role that saw her working with artists including Frank Sinatra and Ella Fitzgerald .",correct,Greenwich,singer
764,SF13_ENG_043,per:title,songwriter,CONTEXT_POS_765,0,2,4,5,"Ellie Greenwich , a songwriter who collaborated with Phil Spector , Jeff Barry and others to create a greatest-hits list of 1960s teenage pop songs like `` Da Doo Ron Ron, '' `` Then He Kissed Me, '' `` Hanky Panky '' and `` Leader of the Pack, '' died on Wednesday in Manhattan .",correct,Ellie Greenwich,songwriter
765,SF13_ENG_043,per:title,songwriter,CONTEXT_POS_766,10,11,8,9,"While she garnered her greatest success as a songwriter , Greenwich started out as a performer .",correct,Greenwich,songwriter
766,SF13_ENG_043,per:title,songwriter,CONTEXT_POS_767,10,12,9,10,"A New York Times News Service obituary about the songwriter Ellie Greenwich , who collaborated on `` Leader of the Pack '' and other hits of the 1960s , misstated the name of the college from which she graduated in 1962 .",correct,Ellie Greenwich,songwriter
767,SF13_ENG_043,per:title,songwriter,CONTEXT_POS_768,6,8,5,6,A Washington Post obituary of songwriter Ellie Greenwich incorrectly reported that she battled drug problems .,correct,Ellie Greenwich,songwriter
768,SF13_ENG_043,per:title,writer,CONTEXT_POS_769,0,1,5,6,"Greenwich teamed up with another writer , Jeff Barry ; they married and lived in Lefrak City in Queens , composing one of their first songs as they rode the E train .",correct,Greenwich,writer
769,SF13_ENG_044,per:age,83,CONTEXT_POS_770,0,2,3,4,"Dominick Dunne , 83 ; Writer Found Fame in Celebrity-Crime Pieces",correct,Dominick Dunne,83
770,SF13_ENG_044,per:cause_of_death,bladder cancer,CONTEXT_POS_771,0,2,38,40,"Dominick Dunne , a novelist and journalist who chronicled true-crime tales of the rich and infamous , including O.J. Simpson and Claus von Bulow , and in turn became a celebrity in his own right , died of bladder cancer Aug. 26 at his home in New York City .",correct,Dominick Dunne,bladder cancer
771,SF13_ENG_044,per:cause_of_death,bladder cancer,CONTEXT_POS_772,12,14,26,28,"DOMINICK-DUNNE-AUCTION ( Undated ) -- A little more than a year after Dominick Dunne , the gimlet-eyed chronicler of the rich and infamous , died from bladder cancer , the colorful remnants of his estate have been consigned by his family to Stair Galleries in Hudson , N.Y. , which will auction them Nov. 20 .",correct,Dominick Dunne,bladder cancer
772,SF13_ENG_044,per:cause_of_death,bladder cancer,CONTEXT_POS_773,7,8,10,12,"A little more than a year after Dunne died from bladder cancer , the colorful remnants of his estate have been consigned by his family to Stair Galleries in Hudson , N.Y. , which will auction them Nov. 20 .",correct,Dunne,bladder cancer
773,SF13_ENG_044,per:children,Alexander,CONTEXT_POS_774,0,1,13,14,"Dunne is survived by his sons , Griffin of New York ; and Alexander of Portland , Ore. ; and a granddaughter , Hannah .",correct,Dunne,Alexander
774,SF13_ENG_044,per:children,Dominique Dunne,CONTEXT_POS_775,12,14,0,2,"Dominique Dunne , star of `` Poltergeist '' and daughter of writer Dominick Dunne , is also buried in the park .",correct,Dominick Dunne,Dominique Dunne
775,SF13_ENG_044,per:children,Dominique Dunne,CONTEXT_POS_776,3,4,8,10,"The actress was Dunne 's 22-year-old daughter , Dominique Dunne .",correct,Dunne,Dominique Dunne
776,SF13_ENG_044,per:children,Griffin,CONTEXT_POS_777,45,46,48,49,"`` What I 'm always interested in is such a personal collection , such a personal eye, '' said James Sansum , an art and antiques dealer in Manhattan who formed a friendship with Dunne after being the subject of an article and who referred Dunne 's son Griffin to several auction houses .",correct,Dunne,Griffin
777,SF13_ENG_044,per:children,Griffin Dunne,CONTEXT_POS_778,0,1,5,7,"Dunne 's son , actor-director Griffin Dunne , said in a statement released by Vanity Fair magazine that his father had been battling bladder cancer .",correct,Dunne,Griffin Dunne
778,SF13_ENG_044,per:children,Griffin Dunne,CONTEXT_POS_779,16,17,3,5,"In addition to Griffin Dunne , of New York , survivors include another son , Alexander Dunne of Portland , Ore. ; and a granddaughter .",correct,Dunne,Griffin Dunne
779,SF13_ENG_044,per:children,Griffin Dunne,CONTEXT_POS_780,37,38,25,27,"Dunne 's growing celebrity as a writer allowed him to emerge from the shadow of some of his relatives , including his son , actor Griffin Dunne , and his brother and sister-in-law , writers John Gregory Dunne and Joan Didion .",correct,Dunne,Griffin Dunne
780,SF13_ENG_044,per:children,Griffin Dunne,CONTEXT_POS_781,9,10,4,6,"His son , actor-director Griffin Dunne , said that Dunne had been battling bladder cancer for some time .",correct,Dunne,Griffin Dunne
781,SF13_ENG_044,per:cities_of_residence,Los Angeles,CONTEXT_POS_782,3,4,6,8,"In 1957 , Dunne moved to Los Angeles to work on the CBS showcase `` Playhouse 90 . ''",correct,Dunne,Los Angeles
782,SF13_ENG_044,per:cities_of_residence,Los Angeles,CONTEXT_POS_783,3,4,6,8,"The day before Dunne flew to Los Angeles for Sweeney 's trial , he attended a dinner party where he met Brown , who was editor of Vanity Fair .",correct,Dunne,Los Angeles
783,SF13_ENG_044,per:cities_of_residence,New York City,CONTEXT_POS_784,0,2,46,49,"Dominick Dunne , a novelist and journalist who chronicled true-crime tales of the rich and infamous , including O.J. Simpson and Claus von Bulow , and in turn became a celebrity in his own right , died of bladder cancer Aug. 26 at his home in New York City .",correct,Dominick Dunne,New York City
784,SF13_ENG_044,per:city_of_birth,Hartford,CONTEXT_POS_785,0,1,6,7,"Dunne was born in 1925 in Hartford , Connecticut , to a wealthy Roman Catholic family and grew up in some of the same social circles as the Kennedys .",correct,Dunne,Hartford
785,SF13_ENG_044,per:city_of_birth,Hartford,CONTEXT_POS_786,0,2,15,16,"Dominick Dunne was born Oct. 29 , 1925 , into a wealthy Irish-American family in Hartford .",correct,Dominick Dunne,Hartford
786,SF13_ENG_044,per:city_of_birth,Hartford,CONTEXT_POS_787,8,9,4,5,"Born in 1925 in Hartford , Connecticut , Dunne was part of a famous family that included his brother , novelist and screenwriter John Gregory Dunne ; his brother 's wife , author Joan Didion ; and his son , Griffin .",correct,Dunne,Hartford
787,SF13_ENG_044,per:city_of_death,New York,CONTEXT_POS_788,3,5,49,51,"Cols 2-3 : Dominick Dunne , 83 , best-selling novelist and Vanity Fair writer who chronicled the misdeeds of the rich and famous with wicked glee -- most memorably in his accounts of the trials of Claus von Bulow , the Menendez brothers and O.J. Simpson -- dies in New York .",correct,Dominick Dunne,New York
788,SF13_ENG_044,per:city_of_death,New York City,CONTEXT_POS_789,0,2,46,49,"Dominick Dunne , a novelist and journalist who chronicled true-crime tales of the rich and infamous , including O.J. Simpson and Claus von Bulow , and in turn became a celebrity in his own right , died of bladder cancer Aug. 26 at his home in New York City .",correct,Dominick Dunne,New York City
789,SF13_ENG_044,per:city_of_death,New York City,CONTEXT_POS_790,1,3,12,15,"-- Dominick Dunne , 83 , a crime story author , in New York City .",correct,Dominick Dunne,New York City
790,SF13_ENG_044,per:employee_or_member_of,ABC,CONTEXT_POS_791,26,27,15,16,"Two years later , he was executive producer of `` Adventures in Paradise, '' an ABC drama that starred Gardner McKay , a dashing actor whom Dunne discovered in a coffee shop .",correct,Dunne,ABC
791,SF13_ENG_044,per:employee_or_member_of,CBS,CONTEXT_POS_792,3,4,12,13,"In 1957 , Dunne moved to Los Angeles to work on the CBS showcase `` Playhouse 90 . ''",correct,Dunne,CBS
792,SF13_ENG_044,per:employee_or_member_of,Vanity Fair,CONTEXT_POS_793,0,2,9,11,"Dominick Dunne , the author , television personality and Vanity Fair reporter who covered the trials of socialite Claus von Bulow , former football star O.J. Simpson , Kennedy clan member William Kennedy Smith and music producer Phil Spector , returns to the Manhattan playgrounds of the staggeringly wealthy in his new -- and last -- novel `` Too Much Money, '' which was in the last stages of editing when he died in August at 83 .",correct,Dominick Dunne,Vanity Fair
793,SF13_ENG_044,per:employee_or_member_of,Vanity Fair,CONTEXT_POS_794,3,5,11,13,"Cols 2-3 : Dominick Dunne , 83 , best-selling novelist and Vanity Fair writer who chronicled the misdeeds of the rich and famous with wicked glee -- most memorably in his accounts of the trials of Claus von Bulow , the Menendez brothers and O.J. Simpson -- dies in New York .",correct,Dominick Dunne,Vanity Fair
794,SF13_ENG_044,per:other_family,Hannah,CONTEXT_POS_795,0,1,23,24,"Dunne is survived by his sons , Griffin of New York ; and Alexander of Portland , Ore. ; and a granddaughter , Hannah .",correct,Dunne,Hannah
795,SF13_ENG_044,per:siblings,John Gregory Dunne,CONTEXT_POS_796,0,1,6,9,"Dunne 's brother was the writer John Gregory Dunne , the husband of the writer Joan Didion .",correct,Dunne,John Gregory Dunne
796,SF13_ENG_044,per:siblings,John Gregory Dunne,CONTEXT_POS_797,26,27,35,38,"Dunne 's growing celebrity as a writer allowed him to emerge from the shadow of some of his relatives , including his son , actor Griffin Dunne , and his brother and sister-in-law , writers John Gregory Dunne and Joan Didion .",correct,Dunne,John Gregory Dunne
797,SF13_ENG_044,per:siblings,John Gregory Dunne,CONTEXT_POS_798,8,9,23,26,"Born in 1925 in Hartford , Connecticut , Dunne was part of a famous family that included his brother , novelist and screenwriter John Gregory Dunne ; his brother 's wife , author Joan Didion ; and his son , Griffin .",correct,Dunne,John Gregory Dunne
798,SF13_ENG_044,per:spouse,Ellen Griffin Dunne,CONTEXT_POS_799,0,1,5,8,"Dunne and his wife , Ellen Griffin Dunne , known as Lenny , were married in 1954 .",correct,Dunne,Ellen Griffin Dunne
799,SF13_ENG_044,per:spouse,Ellen Griffin Dunne,CONTEXT_POS_800,10,11,37,40,"Images from Istanbul , London and Paris , taken by Dunne in the 1960s , line a wall ; on another stands a William and Mary long-case clock inherited from the family of his former wife , Ellen Griffin Dunne , known as Lenny .",correct,Dunne,Ellen Griffin Dunne
800,SF13_ENG_044,per:stateorprovince_of_birth,Conn.,CONTEXT_POS_801,6,7,18,19,"Born Oct. 29 , 1925 , Dunne was the second of six children in a wealthy Hartford , Conn. , family .",correct,Dunne,Conn.
801,SF13_ENG_044,per:stateorprovince_of_birth,Connecticut,CONTEXT_POS_802,0,1,8,9,"Dunne was born in 1925 in Hartford , Connecticut , to a wealthy Roman Catholic family and grew up in some of the same social circles as the Kennedys .",correct,Dunne,Connecticut
802,SF13_ENG_044,per:title,author,CONTEXT_POS_803,0,2,16,17,"Dominick Dunne , who gave up producing movies in midlife and reinvented himself as a best-selling author , magazine writer , television personality and reporter whose celebrity often outshone that of his subjects , died Wednesday at his home in Manhattan .",correct,Dominick Dunne,author
803,SF13_ENG_044,per:title,author,CONTEXT_POS_804,0,2,3,4,"Dominick Dunne , author of crime stories dies",correct,Dominick Dunne,author
804,SF13_ENG_044,per:title,Author,CONTEXT_POS_805,1,3,0,1,"Author Dominick Dunne , who told stories of shocking crimes among the rich and famous through his magazine articles and best-selling novels such as `` The Two Mrs. Grenvilles, '' died Wednesday at his home in Manhattan .",correct,Dominick Dunne,Author
805,SF13_ENG_044,per:title,author,CONTEXT_POS_806,18,19,25,26,"Dunne was part of a famous family that also included his brother , novelist and screenwriter John Gregory Dunne ; his brother 's wife , author Joan Didion ; and his son .",correct,Dunne,author
806,SF13_ENG_044,per:title,author,CONTEXT_POS_807,25,26,32,33,"Born in 1925 in Hartford , Connecticut , Dunne was part of a famous family that included his brother , novelist and screenwriter John Gregory Dunne ; his brother 's wife , author Joan Didion ; and his son , Griffin .",correct,Dunne,author
807,SF13_ENG_044,per:title,author,CONTEXT_POS_808,3,5,2,3,"Crime story author Dominick Dunne , 83 , dies in NYC",correct,Dominick Dunne,author
808,SF13_ENG_044,per:title,author,CONTEXT_POS_809,4,6,1,2,Best-selling author and journalist Dominick Dunne has died .,correct,Dominick Dunne,author
809,SF13_ENG_044,per:title,author,CONTEXT_POS_810,5,7,4,5,"The glamorous New York author Dominick Dunne , who specialized in stories about the rich and famous , died on Aug. 26 at the age of 83 .",correct,Dominick Dunne,author
810,SF13_ENG_044,per:title,correspondent,CONTEXT_POS_811,2,4,18,19,"-- `` Dominick Dunne : After the Party '' ( Unrated ) A profile of the Vanity Fair correspondent , who chronicles the downfalls of the rich and famous , featuring interviews with Tina Brown , Joan Didion and Liz Smith , among others .",correct,Dominick Dunne,correspondent
811,SF13_ENG_044,per:title,executive producer,CONTEXT_POS_812,26,27,6,8,"Two years later , he was executive producer of `` Adventures in Paradise, '' an ABC drama that starred Gardner McKay , a dashing actor whom Dunne discovered in a coffee shop .",correct,Dunne,executive producer
812,SF13_ENG_044,per:title,film producer,CONTEXT_POS_813,0,1,5,7,Dunne was a television and film producer for two decades until drugs and alcohol nearly ruined him .,correct,Dunne,film producer
813,SF13_ENG_044,per:title,host,CONTEXT_POS_814,28,30,23,24,"He achieved perhaps his widest fame from his reporting of the O.J. Simpson murder case in 1994 and 1995 and later as the host of the program `` Dominick Dunne 's Power , Privilege and Justice, '' on what was then Court TV ( now TruTV ) .",correct,Dominick Dunne,host
814,SF13_ENG_044,per:title,journalist,CONTEXT_POS_815,0,1,8,9,"Dunne found his greatest prominence as a celebrity journalist while covering the 1995 murder trial of football star and actor O.J. Simpson , who had been accused of killing his ex-wife Nicole Brown Simpson and her friend Ronald Goldman .",correct,Dunne,journalist
815,SF13_ENG_044,per:title,journalist,CONTEXT_POS_816,0,2,6,7,"Dominick Dunne , a novelist and journalist who chronicled true-crime tales of the rich and infamous , including O.J. Simpson and Claus von Bulow , and in turn became a celebrity in his own right , died of bladder cancer Aug. 26 at his home in New York City .",correct,Dominick Dunne,journalist
816,SF13_ENG_044,per:title,journalist,CONTEXT_POS_817,4,6,3,4,Best-selling author and journalist Dominick Dunne has died .,correct,Dominick Dunne,journalist
817,SF13_ENG_044,per:title,movie producer,CONTEXT_POS_818,5,6,2,4,"A one-time movie producer , Dunne carved a new career starting in the 1980s as a chronicler of the problems of the wealthy and powerful .",correct,Dunne,movie producer
818,SF13_ENG_044,per:title,novelist,CONTEXT_POS_819,0,2,4,5,"Dominick Dunne , a novelist and journalist who chronicled true-crime tales of the rich and infamous , including O.J. Simpson and Claus von Bulow , and in turn became a celebrity in his own right , died of bladder cancer Aug. 26 at his home in New York City .",correct,Dominick Dunne,novelist
819,SF13_ENG_044,per:title,novelist,CONTEXT_POS_820,0,2,5,6,"Dominick Dunne , the best-selling novelist and Vanity Fair writer who chronicled the misdeeds of the rich and famous with wicked glee -- most memorably in his highly personal accounts of the trials of Claus von Bulow , the Menendez brothers and O.J. Simpson -- died Wednesday at his home in New York .",correct,Dominick Dunne,novelist
820,SF13_ENG_044,per:title,novelist,CONTEXT_POS_821,3,5,9,10,"Cols 2-3 : Dominick Dunne , 83 , best-selling novelist and Vanity Fair writer who chronicled the misdeeds of the rich and famous with wicked glee -- most memorably in his accounts of the trials of Claus von Bulow , the Menendez brothers and O.J. Simpson -- dies in New York .",correct,Dominick Dunne,novelist
821,SF13_ENG_044,per:title,novelist,CONTEXT_POS_822,7,8,13,14,"One of his brothers was John Gregory Dunne , the late screenwriter and novelist who was married to another literary celebrity , Joan Didion .",correct,Dunne,novelist
822,SF13_ENG_044,per:title,reporter,CONTEXT_POS_823,0,1,7,8,"Dunne was never a traditional , by-the-book reporter , preferring to insert himself and his views into his work , and his fiction has always been inspired by real people and events .",correct,Dunne,reporter
823,SF13_ENG_044,per:title,reporter,CONTEXT_POS_824,0,2,11,12,"Dominick Dunne , the author , television personality and Vanity Fair reporter who covered the trials of socialite Claus von Bulow , former football star O.J. Simpson , Kennedy clan member William Kennedy Smith and music producer Phil Spector , returns to the Manhattan playgrounds of the staggeringly wealthy in his new -- and last -- novel `` Too Much Money, '' which was in the last stages of editing when he died in August at 83 .",correct,Dominick Dunne,reporter
824,SF13_ENG_044,per:title,reporter,CONTEXT_POS_825,8,9,2,3,"As a reporter for Vanity Fair magazine , Dunne was perhaps the country 's foremost chronicler of crimes among the privileged .",correct,Dunne,reporter
825,SF13_ENG_044,per:title,television personality,CONTEXT_POS_826,0,2,6,8,"Dominick Dunne , the author , television personality and Vanity Fair reporter who covered the trials of socialite Claus von Bulow , former football star O.J. Simpson , Kennedy clan member William Kennedy Smith and music producer Phil Spector , returns to the Manhattan playgrounds of the staggeringly wealthy in his new -- and last -- novel `` Too Much Money, '' which was in the last stages of editing when he died in August at 83 .",correct,Dominick Dunne,television personality
826,SF13_ENG_044,per:title,writer,CONTEXT_POS_827,0,1,6,7,"Dunne 's growing celebrity as a writer allowed him to emerge from the shadow of some of his relatives , including his son , actor Griffin Dunne , and his brother and sister-in-law , writers John Gregory Dunne and Joan Didion .",correct,Dunne,writer
827,SF13_ENG_044,per:title,writer,CONTEXT_POS_828,0,2,9,10,"Dominick Dunne , the best-selling novelist and Vanity Fair writer who chronicled the misdeeds of the rich and famous with wicked glee -- most memorably in his highly personal accounts of the trials of Claus von Bulow , the Menendez brothers and O.J. Simpson -- died Wednesday at his home in New York .",correct,Dominick Dunne,writer
828,SF13_ENG_044,per:title,writer,CONTEXT_POS_829,12,14,11,12,"Dominique Dunne , star of `` Poltergeist '' and daughter of writer Dominick Dunne , is also buried in the park .",correct,Dominick Dunne,writer
829,SF13_ENG_044,per:title,writer,CONTEXT_POS_830,18,19,10,11,"`` He was a great listener, '' said New Yorker writer Jeffrey Toobin , who became friends with Dunne during the first Simpson trial .",correct,Dunne,writer
830,SF13_ENG_044,per:title,writer,CONTEXT_POS_831,2,4,1,2,"The writer Dominick Dunne , also a Polo Lounge regular , once told the Los Angeles Times , `` I 've just seen everyone in the world there . ''",correct,Dominick Dunne,writer
831,SF13_ENG_044,per:title,writer,CONTEXT_POS_832,6,7,16,17,"After his brother 's funeral , Dunne decided to start over in New York as a writer .",correct,Dunne,writer
832,SF13_ENG_045,per:cause_of_death,drug overdose,CONTEXT_POS_833,0,1,4,6,Goldstein died of a drug overdose a year after the accident .,correct,Goldstein,drug overdose
833,SF13_ENG_045,per:cause_of_death,drug overdose,CONTEXT_POS_834,17,19,25,27,"For example , included in this summer 's celebrity death watch was Adam Goldstein , known as DJ AM , who apparently died of a drug overdose on Aug. 28 .",correct,DJ AM,drug overdose
834,SF13_ENG_045,per:cause_of_death,drug overdose,CONTEXT_POS_835,5,6,38,40,"MTV included a dedication to Goldstein at the start of the show and an `` In Memory of '' title at the end , but it did nothing to inform viewers that the host had died of a drug overdose .",correct,Goldstein,drug overdose
835,SF13_ENG_045,per:cities_of_residence,New York City,CONTEXT_POS_836,0,1,7,10,Goldstein was found dead Friday in his New York City apartment .,correct,Goldstein,New York City
836,SF13_ENG_045,per:cities_of_residence,New York City,CONTEXT_POS_837,11,13,19,22,A law enforcement official says the celebrity disc jockey known as DJ AM has been found dead in a New York City apartment .,correct,DJ AM,New York City
837,SF13_ENG_045,per:cities_of_residence,New York City,CONTEXT_POS_838,11,13,19,22,"A law enforcement official says the celebrity disc jockey known as DJ AM has been found dead in his New York City apartment , which had drug paraphernalia in it .",correct,DJ AM,New York City
838,SF13_ENG_045,per:city_of_death,New York City,CONTEXT_POS_839,0,2,23,26,"DJ AM had prescription pills in his stomach and one in his throat when police found him dead in his apartment , a New York City official said Wednesday .",correct,DJ AM,New York City
